00:00:00.000000 ; TestPlan       ; Information ; Starting TestPlan 'Untitled' on 06/14/2024 11:45:11, 147 of 399 TestSteps enabled.
00:01:50.822246 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.822246 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:PBOosting P00 [39.6 us]
00:01:50.824249 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.22 ms]
00:01:50.824249 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.824249 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:FDENsity:STATe 0 [36.1 us]
00:01:50.825246 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.30 ms]
00:01:50.825246 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.825246 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:TDENsity:STATe 0 [35.1 us]
00:01:50.826247 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.23 ms]
00:01:50.826247 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.826247 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:TDENsity:MCS1 0 [38.1 us]
00:01:50.828252 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.43 ms]
00:01:50.828252 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.828252 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:TDENsity:MCS2 7 [44.9 us]
00:01:50.830246 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.86 ms]
00:01:50.830246 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.830246 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:TDENsity:MCS3 22 [35.6 us]
00:01:50.831248 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.12 ms]
00:01:50.831248 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.831248 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:RELement:OFFSet OFFS00 [22.1 us]
00:01:50.832247 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.13 ms]
00:01:50.832247 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.832247 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:TYPE TYPE1 [30.9 us]
00:01:50.834247 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.37 ms]
00:01:50.834247 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.834247 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:MAXLength MLEN1 [25.4 us]
00:01:50.835247 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.25 ms]
00:01:50.835247 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.835247 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:ADDPosition APOS2 [22.7 us]
00:01:50.836760 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.99 ms]
00:01:50.836760 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.838775 ; 5G BSE         ; Debug       ; SCPI >> SYSTem:APPLication:NAME? [1.63 ms]
00:01:50.838775 ; 5G BSE         ; Debug       ; SCPI << LTE_NR_IRAT
00:01:50.840774 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:PUSCh:GRHOpp:TPRecoding:STATe? [1.45 ms]
00:01:50.840774 ; 5G BSE         ; Debug       ; SCPI << 0
00:01:50.840774 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUSCH DMRS Config completed. [36.6 ms]
00:01:50.840774 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.Schedule started.
00:01:50.840774 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:RARNti:DL:AGGRegation:LEVel N4 [43.5 us]
00:01:50.841775 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [755 us]
00:01:50.841775 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.841775 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:RARNti:DL:RBALlocation:RBSTart 0 [17.0 us]
00:01:50.842774 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.34 ms]
00:01:50.842774 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.842774 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:RARNti:DL:RBALlocation:RBNumber 24 [23.9 us]
00:01:50.844777 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.63 ms]
00:01:50.844777 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.844777 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:DL:IMCS 0 [41.9 us]
00:01:50.846921 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.02 ms]
00:01:50.846921 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.846921 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:DL:AGGRegation:LEVel N4 [35.5 us]
00:01:50.847921 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.11 ms]
00:01:50.847921 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.847921 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:DL:RBALlocation:RBNumber 24 [25.8 us]
00:01:50.848921 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.44 ms]
00:01:50.848921 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.849922 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:DL:RBALlocation:RBSTart 0 [32.5 us]
00:01:50.850922 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.32 ms]
00:01:50.850922 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.850922 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:UL:IMCS 2 [20.7 us]
00:01:50.851920 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.06 ms]
00:01:50.851920 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.851920 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:UL:AGGRegation:LEVel N4 [18.3 us]
00:01:50.852921 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.13 ms]
00:01:50.852921 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.852921 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:UL:RBALlocation:RBSTart 0 [29.2 us]
00:01:50.854206 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.56 ms]
00:01:50.854206 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.854206 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:UL:RBALlocation:RBNumber 24 [57.1 us]
00:01:50.856258 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.70 ms]
00:01:50.856258 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.856258 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:RARNti:DL:IMCS 2 [35.4 us]
00:01:50.858258 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.88 ms]
00:01:50.858258 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.858258 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:RARNti:DL:TDOMain:RASSignment 0 [31.3 us]
00:01:50.859258 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.32 ms]
00:01:50.859258 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.860261 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:DL:TDOMain:RASSignment 0 [31.5 us]
00:01:50.861261 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.87 ms]
00:01:50.861261 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.861261 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:UL:TDOMain:RASSignment 0 [39.1 us]
00:01:50.863259 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.69 ms]
00:01:50.863259 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.863259 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.Schedule completed. [22.8 ms]
00:01:50.863259 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUCCH Config started.
00:01:50.863259 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:UL:CONFig NUL [42.3 us]
00:01:50.983070 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [119 ms]
00:01:50.983070 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.983070 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUCCH Config \ E7515B-5G-NR.PUCCH Common Configuration started.
00:01:50.983070 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:STATe 1 [42.0 us]
00:01:50.985069 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.08 ms]
00:01:50.985069 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.985069 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:STATe 1 [30.0 us]
00:01:50.985069 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.17 ms]
00:01:50.985069 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.985069 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat1:FORMat:STATe 1 [26.7 us]
00:01:50.987583 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.56 ms]
00:01:50.987583 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.987583 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat1:NRSLots N1 [28.4 us]
00:01:50.990104 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.08 ms]
00:01:50.990104 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.990104 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat2:FORMat:STATe 1 [35.4 us]
00:01:50.991103 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.35 ms]
00:01:50.991103 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.991103 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat2:MAXCoderate:STATe 1 [26.2 us]
00:01:50.992103 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.24 ms]
00:01:50.992103 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.992103 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat2:MAXCoderate ZERO25 [25.7 us]
00:01:50.994105 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.59 ms]
00:01:50.994105 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.994105 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat2:SHACsi 1 [31.2 us]
00:01:50.995516 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.35 ms]
00:01:50.995516 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.995516 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:FORMat:STATe 1 [28.7 us]
00:01:50.996523 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.17 ms]
00:01:50.996523 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.996523 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:NRSLots N1 [28.3 us]
00:01:50.997524 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.11 ms]
00:01:50.997524 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.997524 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:FHOPping 1 [22.1 us]
00:01:50.999524 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.10 ms]
00:01:50.999524 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.999524 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:MAXCoderate:STATe 1 [23.0 us]
00:01:51.000523 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.09 ms]
00:01:51.000523 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.000523 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:MAXCoderate ZERO25 [23.4 us]
00:01:51.001524 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.13 ms]
00:01:51.001524 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.001524 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:SHACsi 1 [25.6 us]
00:01:51.003031 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.12 ms]
00:01:51.003031 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.003031 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:PI2Bpsk 0 [21.9 us]
00:01:51.006061 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [3.51 ms]
00:01:51.006061 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.006061 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:ADMRS 1 [33.2 us]
00:01:51.008084 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.57 ms]
00:01:51.008084 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.008084 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:FORMat:STATe 0 [29.7 us]
00:01:51.010085 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.02 ms]
00:01:51.010085 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.010085 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:NRSLots N1 [33.0 us]
00:01:51.012204 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.86 ms]
00:01:51.012204 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.012204 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:FHOPping 0 [35.6 us]
00:01:51.013213 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.44 ms]
00:01:51.013213 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.013213 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:MAXCoderate:STATe 0 [27.8 us]
00:01:51.014213 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.18 ms]
00:01:51.014213 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.014213 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:MAXCoderate ZERO08 [26.7 us]
00:01:51.016212 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.08 ms]
00:01:51.016212 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.016212 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:SHACsi 0 [19.3 us]
00:01:51.017213 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.16 ms]
00:01:51.017213 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.017213 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:PI2Bpsk 0 [21.9 us]
00:01:51.018213 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.16 ms]
00:01:51.018213 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.018213 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:ADMRS 0 [22.9 us]
00:01:51.019723 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.60 ms]
00:01:51.019723 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.019723 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA8:STATe 1 [25.5 us]
00:01:51.021814 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.16 ms]
00:01:51.021814 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.021814 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA8:VALue 10 [57.1 us]
00:01:51.023820 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.81 ms]
00:01:51.023820 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.023820 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA7:STATe 1 [69.4 us]
00:01:51.025821 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.70 ms]
00:01:51.025821 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.025821 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA7:VALue 8 [50.5 us]
00:01:51.027821 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.34 ms]
00:01:51.027821 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.027821 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA6:STATe 1 [38.9 us]
00:01:51.030266 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.07 ms]
00:01:51.030266 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.030266 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA6:VALue 7 [32.0 us]
00:01:51.032266 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.63 ms]
00:01:51.032266 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.032266 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA5:STATe 1 [23.6 us]
00:01:51.033266 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.56 ms]
00:01:51.033266 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.033266 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA5:VALue 6 [24.2 us]
00:01:51.040785 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [6.99 ms]
00:01:51.040785 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.040785 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA4:STATe 1 [66.2 us]
00:01:51.043788 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [3.35 ms]
00:01:51.043788 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.043788 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA4:VALue 5 [46.2 us]
00:01:51.046786 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.32 ms]
00:01:51.046786 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.046786 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA3:STATe 1 [34.5 us]
00:01:51.048785 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.95 ms]
00:01:51.048785 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.048785 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA3:VALue 4 [23.3 us]
00:01:51.050787 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.62 ms]
00:01:51.050787 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.050787 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA2:STATe 1 [38.1 us]
00:01:51.053167 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.37 ms]
00:01:51.053167 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.053167 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA2:VALue 3 [27.1 us]
00:01:51.054175 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.73 ms]
00:01:51.054175 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.054175 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA1:STATe 1 [26.5 us]
00:01:51.057182 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.34 ms]
00:01:51.057182 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.057182 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA1:VALue 2 [26.8 us]
00:01:51.059182 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.74 ms]
00:01:51.059182 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.059182 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUCCH Config \ E7515B-5G-NR.PUCCH Common Configuration completed. [75.4 ms]
00:01:51.059182 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUCCH Config \ E7515B-5G-NR.PUCCH Resources Configuration started.
00:01:51.059182 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:RESID127:STATe 0 [39.0 us]
00:01:51.060184 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.17 ms]
00:01:51.060184 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.060184 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:RESID126:STATe 0 [27.9 us]
00:01:51.062182 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.52 ms]
00:01:51.062182 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.062182 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:RESID125:STATe 0 [35.2 us]
00:01:51.063399 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.37 ms]
00:01:51.063399 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.063399 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:RESID124:STATe 0 [25.1 us]
00:01:51.064406 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.16 ms]
00:01:51.064406 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.064406 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:RESID123:STATe 0 [25.5 us]
00:01:51.065407 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.14 ms]
00:01:51.065407 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.065407 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:RESID122:STATe 0 [23.4 us]
00:01:51.067407 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.33 ms]
00:01:51.067407 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.067407 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:RESID121:STATe 0 [24.3 us]
00:01:51.068407 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.59 ms]
00:01:51.068407 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:51.068407 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:RESID120:STATe 0 [20.2 us]
00:01:51.070921 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.58 ms]
00:01:51.070921 ; 5G BSE         ; Debug       ; SCPI << 1
